order_id,num_products,days_since_prior_order
843130,10,2
843146,13,4
843147,2,0
843151,5,4
843154,9,2
843164,4,8
843178,13,12
843181,14,6
843182,14,5
843183,10,13
843189,9,22
843210,2,6
843214,11,0
843222,3,0
843224,10,0
843241,9,5
843244,19,12
843245,35,30
843252,3,4
843255,12,4
843261,1,5
843282,5,30
843292,1,0
843295,4,6
843300,24,0
843316,11,7
843318,7,6
843321,13,30
843329,1,11
843351,14,30
843352,10,2
843353,9,30
843359,11,7
843367,2,16
843371,15,3
843373,1,0
843377,6,7
843382,8,6
843411,19,3
843424,5,6
843432,6,13
843442,3,3
843453,13,4
843454,6,0
843456,11,11
843459,3,4
843483,4,1
843485,9,8
843503,1,3
843505,12,9
843508,3,10
843510,8,2
843520,9,3
843542,14,16
843544,9,5
843545,10,2
843557,2,7
843572,17,10
843587,6,7
843588,2,20
843594,29,4
843595,12,14
843596,4,8
843601,11,21
843603,4,23
843607,11,12
843614,6,4
843623,6,0
843629,8,30
843633,5,20
843642,14,1
843671,9,3
843673,12,8
843677,17,5
843711,4,1
843720,8,7
843731,17,7
843733,19,5
843737,6,6
843746,15,4
843751,4,4
843752,6,7
843770,4,6
843793,2,14
843794,2,30
843797,19,25
843828,12,15
843847,8,6
843853,8,30
843854,12,6
843865,8,1
843868,20,7
843875,35,13
843881,4,14
843883,11,1
843894,1,1
843899,16,4
843919,12,9
843921,8,11
843925,11,5
843927,19,23
843928,6,1
843930,4,2
843944,3,10
843952,5,7
843958,9,13
843960,35,2
843961,2,5
843963,7,7
843980,7,6
843991,5,14
843995,6,2
844000,19,2
844001,3,1
844007,9,25
844011,4,9
844027,11,9
844057,3,2
844074,15,6
844076,14,2
844083,27,7
844105,1,9
844114,22,14
844138,1,6
844139,5,30
844141,7,12
844143,1,7
844144,6,30
844174,13,7
844183,32,9
844188,8,2
844193,8,16
844197,12,30
844199,4,1
844205,4,11
844206,7,4
844212,17,6
844215,3,13
844216,4,7
844218,5,4
844231,10,2
844261,3,13
844265,2,30
844270,3,4
844271,5,14
844273,5,19
844287,15,8
844290,12,2
844307,27,0
844308,6,0
844309,2,6
844317,9,5
844320,6,4
844324,6,7
844326,2,8
844328,5,5
844332,14,30
844335,7,4
844362,10,30
844365,11,16
844370,12,13
844387,19,0
844388,17,11
844419,11,3
844425,22,13
844434,2,13
844435,3,14
844446,8,0
844448,13,6
844452,24,1
844459,6,6
844471,7,3
844477,13,3
844480,5,9
844482,4,30
844494,10,7
844507,3,0
844518,7,6
844530,4,19
844541,2,15
844543,34,16
844545,4,7
844568,24,8
844569,1,10
844570,34,7
844571,17,5
844572,6,7
844576,15,13
844585,5,2
844591,24,5
844596,12,4
844601,21,4
844602,11,21
844607,19,7
844609,3,30
844621,11,15
844626,18,7
844644,2,9
844646,6,0
844651,11,14
844653,4,30
844658,5,6
844667,11,16
844686,10,7
844688,5,19
844698,22,11
844705,1,15
844706,3,3
844710,7,5
844711,9,4
844714,8,11
844723,6,5
844724,11,0
844729,4,8
844733,77,30
844760,2,5
844765,10,0
844770,29,6
844775,11,30
844780,13,5
844787,4,5
844790,10,30
844794,3,4
844796,1,4
844807,1,1
844816,7,6
844820,3,6
844827,17,14
844843,7,6
844844,4,2
844863,4,4
844872,6,6
844883,6,4
844894,23,8
844896,10,15
844904,7,6
844906,10,0
844917,6,6
844921,25,30
844922,14,3
844934,19,3
844938,14,4
844947,20,0
844950,13,7
844953,3,0
844956,1,21
844962,6,30
844966,5,26
844969,5,0
844981,25,3
844982,6,0
844996,6,1
844999,15,0
845003,7,2
845006,10,2
845009,3,30
845021,6,6
845022,3,5
845074,17,7
845078,7,5
845096,8,10
845103,5,2
845110,2,14
845115,11,8
845123,5,0
845125,2,9
845126,4,5
845128,12,8
845129,18,7
845130,21,7
845135,11,2
845144,5,11
845153,6,4
845156,14,24
845159,9,15
845163,8,8
845166,17,8
845173,6,30
845183,3,28
845184,8,1
845187,4,1
845194,33,9
845195,9,3
845198,2,9
845203,7,3
845220,7,0
845229,17,4
845237,14,5
845251,2,16
845288,6,3
845292,8,24
845322,2,26
845328,8,0
845345,16,7
845347,12,4
845351,30,0
845357,21,5
845372,14,0
845377,20,12
845380,7,14
845390,20,8
845407,2,7
845414,9,0
845417,18,18
845419,26,6
845423,5,12
845428,7,6
845435,3,2
845461,16,9
845462,5,0
845468,7,7
845471,4,0
845475,8,20
845476,15,0
845480,6,12
845481,22,18
845485,1,9
845496,6,11
845501,15,15
845505,31,9
845508,6,8
845524,17,6
845535,8,9
845540,7,5
845552,10,4
845576,10,8
845584,8,3
845586,1,15
845590,29,7
845592,6,0
845597,3,9
845602,14,0
845604,1,7
845615,14,6
845643,6,14
845644,16,3
845647,9,6
845651,2,20
845660,3,25
845666,4,6
845670,2,4
845699,7,6
845708,16,18
845711,4,1
845732,5,5
845746,8,0
845752,14,4
845754,11,7
845776,7,9
845777,3,4
845778,6,18
845785,2,7
845786,11,8
845791,4,5
845799,11,2
845801,9,30
845805,8,2
845806,10,26
845812,9,30
845814,12,24
845817,7,10
845844,12,3
845852,11,17
845868,2,2
845886,6,7
845927,2,9
845936,11,24
845957,19,20
845959,24,30
845972,10,4
845974,16,0
845979,13,30
845992,3,4
846006,2,1
846008,7,17
846011,15,3
846013,9,7
846020,11,7
846023,7,2
846036,9,17
846039,23,10
846042,14,0
846057,6,0
846064,4,23
846065,7,3
846079,10,12
846085,32,10
846088,8,4
846094,1,6
846098,13,5
846107,12,6
846113,31,5
846132,1,30
846138,8,28
846151,7,5
846152,3,9
846183,3,0
846184,4,2
846200,9,10
846210,12,7
846211,5,8
846212,4,7
846214,3,1
846234,6,30
846243,4,1
846254,17,6
846260,9,30
846266,22,11
846271,3,9
846280,7,30
846303,10,6
846327,23,7
846367,17,10
846370,5,29
846376,4,7
846377,11,30
846390,13,11
846391,8,7
846394,9,27
846395,16,4
846405,8,5
846408,18,11
846421,16,16
846447,19,3
846448,7,10
846467,47,4
846470,3,7
846475,5,30
846486,2,18
846492,17,7
846493,21,0
846511,13,10
846535,1,11
846541,1,29
846550,5,7
846552,15,30
846558,28,10
846564,5,0
846575,16,4
846582,8,13
846586,6,30
846591,3,30
846593,14,3
846603,7,13
846613,2,0
846614,2,13
846617,9,21
846621,1,0
846624,4,21
846638,1,30
846640,9,12
846641,2,4
846647,4,9
846649,20,7
846657,9,30
846669,7,6
846671,5,2
846672,6,10
846676,7,2
846677,25,23
846705,6,2
846730,3,11
846745,8,8
846753,4,6
846755,9,23
846757,7,8
846763,2,7
846773,15,6
846776,7,19
846777,7,30
846791,1,9
846796,8,2
846798,26,0
846818,21,14
846822,20,7
846833,4,2
846834,15,25
846842,9,3
846844,10,8
846846,11,14
846858,4,12
846867,2,6
846873,11,14
846883,15,0
846885,19,0
846888,5,7
846893,8,9
846904,16,4
846930,20,6
846940,36,9
846942,16,18
846952,8,0
846953,3,1
846959,8,2
846974,6,1
846978,4,6
846981,6,6
846985,8,6
846991,1,1
846996,3,4
847004,2,3
847009,4,7
847011,10,20
847012,7,30
847019,9,0
847024,21,7
847038,10,10
847040,8,4
847041,5,1
847049,1,2
847052,19,23
847053,4,1
847055,21,30
847058,5,4
847060,10,7
847065,13,30
847081,10,28
847098,13,7
847099,7,0
847120,11,2
847131,18,13
847137,11,2
847162,5,0
847174,14,16
847181,14,3
847206,9,0
847207,8,5
847212,1,4
847222,2,5
847231,23,0
847232,3,30
847250,25,6
847263,10,28
847265,11,17
847267,5,14
847273,2,0
847277,3,5
847284,19,0
847291,2,20
847305,1,2
847306,15,8
847309,16,28
847319,6,9
847327,7,0
847328,14,3
847341,4,4
847342,5,30
847351,10,17
847355,27,30
847363,3,0
847364,6,12
847394,13,6
847405,12,26
847425,25,30
847426,3,7
847438,1,21
847448,8,8
847449,36,12
847463,13,7
847473,1,26
847475,5,19
847483,1,20
847508,10,7
847515,6,2
847525,3,10
847538,5,23
847539,10,7
847546,15,12
847554,8,4
847561,22,0
847566,7,6
847569,5,0
847575,5,30
847581,1,30
847588,2,22
847607,1,30
847614,7,10
847620,3,25
847626,9,5
847637,5,2
847649,2,8
847651,11,4
847664,5,3
847673,5,6
847685,7,6
847699,9,3
847702,10,9
847709,9,28
847715,19,13
847722,3,3
847725,4,2
847730,39,16
847737,6,27
847744,13,2
847750,7,0
847756,18,14
847781,7,11
847782,9,30
847786,12,9
847794,15,3
847796,2,5
847797,14,3
847799,6,8
847804,2,1
847805,7,4
847809,8,6
847810,6,6
847818,14,9
847822,4,3
847827,36,6
847830,12,0
847834,1,1
847843,7,7
847855,7,30
847869,12,6
847876,4,4
847881,29,4
847890,1,9
847891,13,30
847898,12,22
847925,10,18
847928,15,7
847944,2,17
847961,3,14
847980,5,3
847990,21,6
847991,5,12
847993,15,1
847996,5,4
848004,4,8
848010,14,30
848023,9,5
848024,14,7
848028,5,4
848031,8,8
848045,3,28
848054,4,4
848055,14,3
848062,5,0
848079,21,4
848123,14,13
848126,10,7
848140,8,6
848163,1,1
848169,5,30
848194,2,29
848200,9,5
848204,8,12
848212,7,10
848213,17,5
848218,17,27
848219,13,10
848222,6,8
848230,2,30
848246,5,7
848257,8,5
848264,16,11
848265,34,5
848266,6,14
848286,4,8
848288,2,14
848290,14,16
848295,5,6
848297,16,28
848300,3,30
848318,22,20
848324,9,17
848327,4,30
848331,17,8
848342,4,9
848345,5,21
848348,11,22
848354,15,4
848360,10,2
848362,10,16
848363,21,13
848364,17,6
848370,13,25
848375,2,5
848378,8,7
848381,2,0
848384,25,4
848385,7,26
848390,16,7
848393,8,5
848403,4,24
848407,4,18
848412,26,5
848428,9,4
848431,5,2
848432,2,3
848433,3,12
848435,9,7
848463,12,5
848468,16,0
848472,6,5
848479,4,8
848484,6,9
848493,22,9
848501,16,14
848508,1,12
848542,2,1
848545,4,2
848546,5,1
848559,2,10
848560,25,8
848572,9,23
848575,2,2
848585,25,9
848599,8,7
848603,11,5
848618,15,8
848624,14,30
848633,12,11
848640,1,20
848646,23,7
848673,17,30
848678,21,8
848680,2,6
848699,3,17
848701,31,7
848710,36,3
848714,7,0
848732,4,8
848745,6,5
848756,12,4
848767,3,15
848769,4,1
848776,2,30
848783,6,8
848795,7,2
848801,6,30
848802,6,10
848811,24,30
848838,8,6
848844,5,6
848846,16,10
848863,4,1
848873,38,7
848875,10,8
848878,10,8
848884,1,4
848888,6,5
848890,6,5
848898,1,15
848902,4,3
848907,15,13
848910,13,7
848913,14,7
848922,1,14
848939,7,9
848961,9,3
848966,10,11
848976,10,6
848985,6,3
848989,5,10
849000,3,8
849001,21,4
849002,8,25
849015,6,2
849023,15,7
849030,6,2
849031,22,7
849034,20,14
849038,6,0
849046,21,22
849051,9,4
849063,5,6
849064,5,9
849081,5,1
849103,15,6
849121,12,11
849128,9,11
849129,6,1
849162,7,2
849173,9,6
849178,17,11
849179,4,5
849181,18,4
849184,6,14
849196,6,8
849198,1,9
849205,21,3
849207,13,28
849216,30,0
849220,7,6
849224,5,22
849234,10,18
849235,4,0
849238,18,21
849239,4,30
849255,20,13
849260,2,5
849272,17,21
849274,8,3
849288,4,2
849304,10,30
849327,1,24
849335,1,3
849344,8,6
849349,5,6
849354,5,30
849355,21,4
849356,8,7
849365,7,2
849373,11,10
849374,1,0
849397,11,0
849409,6,4
849410,2,1
849423,2,21
849430,20,6
849442,5,6
849448,3,17
849449,16,7
849472,6,3
849476,17,4
849489,13,18
849495,6,9
849497,20,4
849498,15,11
849502,4,3
849503,2,22
849508,1,2
849521,16,22
849536,15,16
849542,16,5
849544,1,6
849546,12,7
849550,7,25
849553,22,3
849554,26,15
849560,5,8
849566,4,13
849587,10,30
849588,13,18
849589,4,16
849609,3,30
849613,2,1
849616,5,0
849618,11,30
849627,7,10
849647,9,6
849648,5,26
849652,6,17
849653,3,12
849671,3,3
849682,5,15
849688,10,15
849702,6,30
849713,7,4
849721,6,10
849724,2,14
849728,8,3
849730,9,13
849732,19,9
849746,5,17
849752,6,30
849757,3,1
849770,6,0
849773,9,1
849776,2,2
849778,12,18
849780,3,30
849783,12,5
849814,11,5
849839,7,9
849840,5,8
849843,14,14
849846,16,9
849873,4,1
849882,14,0
849885,12,7
849893,6,11
849901,18,0
849912,13,5
849924,7,9
849950,8,7
849952,6,8
849959,4,3
849962,3,2
849968,5,2
849971,2,0
849973,4,6
849974,5,3
849979,2,3
849981,28,10
849982,7,1
849987,14,17
849997,23,6
850008,3,4
850024,16,8
850034,23,30
850039,16,12
850042,3,3
850047,4,3
850060,10,3
850073,1,3
850089,10,12
850096,21,4
850097,10,5
850112,3,11
850116,14,30
850119,11,0
850120,22,4
850127,3,16
850132,5,2
850134,6,1
850151,5,1
850155,13,14
850160,14,5
850164,1,1
850165,13,22
850178,2,13
850179,15,5
850183,14,5
850191,8,30
850193,7,7
850200,5,30
850215,6,12
850235,5,13
850237,17,0
850241,5,5
850242,2,4
850250,6,4
850254,21,13
850255,13,8
850257,24,5
850264,11,25
850268,12,21
850274,4,0
850280,4,17
850281,10,12
850284,13,28
850287,2,12
850297,8,7
850310,5,19
850325,5,0
850331,15,2
850334,5,13
850338,8,4
850342,9,2
850349,28,4
850350,4,0
850353,5,6
850377,8,8
850382,13,0
850390,12,30
850398,7,16
850401,8,2
850404,7,26
850405,6,1
850465,3,2
850474,22,14
850504,8,8
850505,7,3
850506,9,11
850525,10,11
850529,17,4
850544,9,7
850558,6,21
850568,8,3
850569,19,8
850578,5,2
850591,1,0
850608,13,5
850614,11,3
850645,6,11
850646,18,26
850658,3,0
850662,2,7
850665,5,0
850670,9,6
850689,8,10
850694,9,7
850701,19,6
850707,9,1
850716,2,1
850731,5,0
850754,10,22
850769,21,0
850776,5,5
850784,1,0
850792,2,18
850798,9,11
850802,12,0
850816,11,7
850821,2,6
850838,12,5
850853,12,3
850855,5,1
850864,9,1
850876,1,7
850877,16,5
850879,23,20
850880,7,12
850883,26,15
850893,8,30
850912,3,4
850924,5,0
850927,20,6
850972,6,30
850974,7,6
850981,15,0
850997,21,6
851001,23,6
851003,9,0
851004,15,0
851005,6,0
851006,10,6
851010,6,4
851023,6,5
851025,24,15
851031,5,30
851034,12,10
851043,3,14
851058,3,17
851060,12,30
851078,7,3
851083,11,5
851085,3,8
851117,3,1
851119,8,13
851137,16,6
851140,3,6
851146,5,3
851149,5,7
851152,14,7
851166,4,13
851173,11,26
851174,10,7
851179,11,3
851182,25,15
851190,3,4
851191,25,30
851195,1,0
851211,4,7
851221,3,8
851240,23,6
851249,4,5
851250,6,8
851255,3,6
851266,18,13
851293,9,11
851294,12,5
851299,7,0
851300,30,4
851302,8,8
851306,15,15
851321,1,29
851328,10,4
851356,2,26
851367,18,10
851368,8,14
851379,3,1
851383,7,6
851387,7,7
851390,4,0
851392,17,30
851399,4,14
851400,1,1
851417,1,30
851422,5,2
851439,13,6
851445,29,12
851466,18,8
851471,12,8
851489,16,3
851498,7,0
851512,9,30
851518,18,30
851526,5,30
851531,10,17
851533,7,4
851539,10,3
851554,11,2
851559,10,5
851564,5,30
851572,14,24
851579,14,8
851590,3,17
851600,9,2
851642,17,30
851643,16,4
851648,9,6
851651,24,6
851652,23,7
851657,8,12
851660,3,30
851661,3,1
851665,11,2
851685,1,4
851688,31,26
851708,23,30
851709,16,0
851716,10,8
851717,8,0
851721,2,7
851722,5,17
851723,11,3
851732,5,7
851735,18,14
851743,7,3
851744,8,15
851746,20,7
851753,9,10
851758,8,3
851762,6,4
851766,11,30
851768,5,30
851770,6,18
851782,23,8
851810,10,30
851815,14,4
851817,11,0
851847,7,4
851853,7,3
851854,25,5
851859,1,6
851869,1,0
851873,17,4
851876,10,8
851879,8,2
851890,8,17
851898,4,0
851899,10,4
851901,21,3
851914,22,29
851919,10,6
851928,23,6
851942,9,2
851944,17,0
851946,2,30
851949,13,7
851955,10,8
851959,13,3
851963,5,6
851967,11,4
851968,7,30
851971,1,6
851974,8,8
851975,4,4
851982,5,29
851983,23,3
851988,5,8
851989,16,3
851994,6,4
851996,16,0
852001,15,1
852004,14,4
852005,3,19
852006,12,0
852010,8,6
852011,5,30
852017,7,4
852030,10,16
852034,3,7
852045,10,30
852052,10,4
852053,4,22
852064,4,10
852067,6,7
852069,34,7
852070,19,16
852071,12,7
852082,2,6
852084,13,15
852091,1,30
852097,5,4
852098,10,6
852100,15,30
852117,9,0
852123,25,4
852126,6,0
852129,11,11
852130,1,0
852135,9,22
852141,8,1
852144,19,13
852151,16,21
852153,7,8
852156,10,0
852164,2,2
852175,8,2
852196,6,2
852201,11,3
852203,11,21
852206,8,0
852233,7,0
852245,7,30
852259,27,24
852262,10,30
852263,6,6
852278,3,30
852286,9,15
852289,13,5
852295,2,30
852299,13,1
852301,14,4
852314,1,0
852316,12,2
852320,5,6
852330,27,12
852331,2,11
852333,20,10
852334,13,5
852339,5,11
852353,2,30
852361,17,4
852375,2,0
852382,3,2
852397,8,6
852399,3,17
852401,6,6
852402,6,10
852407,27,9
852416,1,3
852421,5,0
852424,16,7
852425,8,2
852440,23,14
852443,22,15
852450,17,8
852451,11,24
852453,10,15
852461,2,6
852468,14,6
852489,20,6
852493,6,0
852501,3,15
852513,7,0
852515,13,4
852528,8,3
852551,24,6
852552,16,4
852558,4,8
852566,7,14
852576,10,7
852577,1,2
852578,7,7
852579,10,0
852598,1,6
852629,8,2
852660,3,2
852665,14,6
852668,2,2
852683,24,18
852685,29,9
852689,9,1
852727,13,30
852750,5,14
852751,2,0
852754,15,3
852760,6,27
852761,6,9
852763,6,2
852770,2,30
852785,26,6
852791,7,25
852798,1,30
852815,5,1
852830,2,3
852838,13,9
852839,9,21
852843,5,8
852862,4,4
852873,6,2
852887,9,2
852889,2,14
852894,1,7
852898,10,18
852902,4,15
852906,16,27
852908,3,10
852914,5,30
852923,26,30
852930,1,1
852936,14,11
852937,7,18
852940,9,26
852944,9,8
852952,1,7
852975,3,0
852987,13,24
852989,5,9
852995,7,5
853003,5,24
853006,19,30
853008,10,4
853014,12,3
853023,30,4
853039,22,23
853045,8,14
853047,2,3
853053,3,5
853066,12,14
853072,37,30
853084,15,7
853094,8,1
853099,10,10
853105,20,7
853112,12,5
853132,8,14
853136,16,6
853144,18,15
853147,11,5
853152,7,5
853162,31,11
853167,2,4
853169,10,5
853181,8,9
853189,16,4
853208,1,22
853212,1,7
853223,4,2
853229,7,30
853237,1,3
853239,6,1
853240,16,21
853250,22,21
853252,3,0
853254,15,2
853265,17,4
853266,9,6
853272,2,0
853283,13,12
853294,15,1
853298,4,6
853303,2,1
853306,9,30
853313,6,4
853315,12,6
853352,26,6
853353,4,5
853356,20,7
853374,2,5
853375,4,10
853388,17,0
853391,12,19
853401,8,7
853405,10,7
853409,1,0
853410,6,3
853423,4,3
853433,6,6
853444,9,12
853447,11,2
853448,5,4
853455,17,8
853458,8,18
853462,17,0
853466,10,0
853482,15,30
853485,19,3
853487,2,19
853491,16,11
853495,21,21
853523,21,29
853529,1,13
853530,12,0
853538,8,2
853543,3,19
853558,30,6
853560,16,3
853565,3,4
853568,9,7
853577,2,1
853581,11,2
853606,7,12
853607,3,30
853617,3,14
853623,29,4
853638,1,2
853644,8,15
853647,4,1
853677,12,8
853684,16,8
853699,12,0
853701,9,30
853711,3,2
853731,10,2
853736,15,3
853743,3,0
853757,6,15
853758,4,5
853766,33,7
853786,2,0
853789,7,9
853790,6,30
853793,19,6
853794,1,2
853808,5,9
853810,8,6
853823,13,7
853829,18,12
853831,6,10
853839,29,8
853841,7,4
853846,8,2
853850,6,5
853856,5,15
853870,8,2
853888,16,7
853892,5,22
853897,4,20
853903,3,1
853905,10,2
853909,8,7
853910,5,7
853913,15,15
853915,13,14
853918,4,25
853923,5,4
853928,2,13
853939,6,5
853947,10,21
853950,4,2
853954,4,1
853957,11,30
853959,4,5
853967,24,16
853982,9,4
853983,8,17
853989,26,18
853996,13,6
853999,1,30
854005,17,16
854020,10,6
854028,6,30
854031,16,10
854039,2,22
854055,5,9
854060,7,7
854062,1,4
854066,11,7
854072,6,2
854075,7,0
854079,8,30
854080,2,21
854085,14,20
854086,7,2
854092,15,8
854093,6,14
854099,3,5
854110,15,9
854118,3,2
854119,4,14
854128,11,21
854134,11,10
854148,6,30
854152,3,28
854161,12,0
854164,12,1
854167,11,7
854176,4,5
854185,19,30
854189,4,30
854202,3,4
854204,4,7
854213,15,0
854232,5,7
854234,19,2
854236,2,9
854238,9,7
854247,12,7
854260,10,30
854277,15,30
854282,8,4
854291,2,7
854306,20,4
854308,4,11
854313,1,8
854319,18,29
854320,10,30
854324,12,30
854336,2,9
854354,2,22
854355,20,7
854371,16,6
854380,10,10
854383,5,11
854388,17,6
854395,7,30
854414,5,2
854415,2,8
854416,1,0
854435,24,18
854446,8,19
854451,14,6
854456,11,4
854460,6,3
854464,5,29
854465,12,12
854488,7,19
854492,2,9
854494,2,9
854509,24,5
854515,2,20
854524,9,10
854528,2,26
854540,20,14
854541,7,5
854549,16,2
854564,8,3
854569,6,14
854577,3,3
854584,9,30
854601,9,12
854603,3,6
854604,13,12
854608,16,3
854610,11,0
854616,4,6
854618,22,8
854645,13,19
854647,67,21
854655,9,2
854657,11,0
854658,16,13
854677,3,5
854686,7,4
854687,5,30
854702,27,0
854710,13,9
854717,7,6
854720,8,7
854723,4,3
854726,15,3
854759,3,2
854775,4,21
854782,1,9
854783,2,1
854790,9,2
854805,5,12
854846,11,6
854847,7,0
854848,1,7
854855,5,3
854856,15,6
854862,12,6
854866,7,6
854868,3,30
854869,4,7
854870,14,19
854879,3,30
854889,12,11
854897,11,30
854901,4,4
854904,17,6
854905,4,19
854914,5,0
854921,11,4
854927,10,6
854928,2,3
854929,5,1
854931,2,19
854934,2,13
854938,5,30
854944,1,28
854981,28,30
854983,10,16
855000,11,6
855001,11,8
855004,12,6
855006,7,4
855008,5,13
855018,14,9
855030,8,30
855034,28,3
855035,8,13
855054,12,0
855056,17,11
855065,7,6
855076,2,8
855077,2,3
855081,10,5
855084,14,30
855088,4,2
855104,4,0
855109,11,0
855112,12,4
855115,5,14
855116,6,8
855128,13,6
855137,14,5
855142,5,8
855147,15,7
855160,17,2
855174,17,1
855185,2,9
855194,5,2
855201,13,5
855214,10,3
855219,9,3
855220,4,0
855227,6,30
855251,26,7
855260,7,6
855265,24,6
855278,2,4
855280,12,7
855285,2,8
855286,22,22
855291,7,16
855300,1,11
855301,4,5
855303,7,2
855304,6,19
855320,2,2
855328,3,4
855330,5,8
855335,15,6
855346,1,5
855350,13,1
855371,12,6
855377,10,4
855388,26,7
855390,3,5
855396,9,4
855402,11,1
855403,14,5
855410,1,12
855418,6,0
855421,11,14
855424,22,11
855426,15,29
855440,8,9
855441,16,5
855443,14,27
855451,9,18
855457,5,3
855458,1,0
855465,21,6
855468,10,4
855474,14,8
855478,5,7
855496,11,25
855499,3,14
855502,6,6
855513,4,30
855526,5,3
855527,7,12
855528,3,4
855530,8,10
855538,11,6
855544,11,16
855545,1,2
855555,9,9
855557,4,8
855567,2,5
855573,2,14
855588,5,7
855589,3,10
855590,9,17
855597,5,13
855626,7,13
855628,14,30
855635,9,7
855640,2,22
855642,41,0
855648,3,14
855658,16,7
855661,17,5
855671,7,24
855673,1,30
855684,1,27
855687,16,16
855689,11,7
855698,1,30
855711,1,22
855717,1,29
855719,1,30
855734,23,10
855735,20,1
855743,4,30
855747,1,4
855748,13,7
855758,31,4
855759,11,8
855783,4,12
855799,13,4
855801,8,3
855806,3,15
855815,9,8
855828,11,7
855831,5,21
855842,20,8
855844,24,12
855847,9,6
855851,2,14
855861,2,5
855863,6,9
855875,5,30
855880,2,13
855886,13,12
855888,4,30
855902,11,6
855937,8,4
855941,9,30
855943,13,30
855944,1,30
855952,3,30
855968,18,0
855974,21,30
855977,2,6
855978,2,24
855985,36,0
855988,1,7
855993,4,6
855996,22,20
855997,7,3
856008,7,28
856023,3,17
856026,4,14
856032,6,30
856033,11,6
856043,20,15
856050,12,0
856051,5,14
856052,29,7
856056,9,8
856076,7,6
856077,7,20
856093,5,4
856096,6,3
856106,20,30
856109,2,27
856122,19,30
856134,18,30
856144,9,16
856153,8,0
856161,4,30
856186,32,2
856194,10,4
856197,2,21
856202,7,5
856205,6,9
856206,45,1
856212,4,7
856218,3,0
856242,4,30
856246,3,30
856248,15,8
856249,4,5
856250,7,3
856259,26,4
856275,15,13
856276,20,30
856286,20,7
856287,10,2
856309,6,12
856312,18,17
856321,3,4
856335,17,30
856337,3,6
856343,13,14
856345,17,12
856354,12,6
856362,5,6
856364,28,6
856374,6,0
856382,10,0
856386,2,1
856412,7,2
856427,3,30
856437,19,6
856441,10,14
856457,18,4
856459,5,14
856466,25,18
856471,6,0
856487,11,14
856488,8,5
856501,5,11
856505,13,26
856506,8,13
856510,15,7
856512,10,3
856517,8,2
856518,16,4
856522,4,0
856523,1,6
856540,12,8
856542,2,16
856546,4,2
856554,4,6
856555,12,0
856556,5,14
856578,4,7
856585,18,0
856591,6,30
856602,7,5
856607,14,9
856608,10,13
856623,15,30
856624,34,11
856629,8,2
856640,8,14
856641,12,7
856647,12,9
856660,11,8
856668,12,8
856678,8,2
856689,6,10
856704,8,3
856716,11,11
856717,20,0
856740,5,5
856745,21,5
856746,12,2
856747,8,12
856751,6,5
856753,26,6
856757,17,6
856760,3,9
856768,5,0
856803,10,17
856809,2,14
856826,2,5
856835,2,2
856860,25,28
856863,5,0
856864,11,8
856868,4,2
856880,13,5
856888,24,29
856889,4,30
856894,5,3
856916,19,7
856936,12,7
856953,13,0
856959,7,7
856967,3,19
856968,8,12
856969,9,4
856977,4,21
856981,5,7
856983,2,16
856993,8,5
856997,9,3
857001,3,0
857015,9,0
857017,3,0
857025,5,30
857037,10,8
857045,30,7
857052,9,6
857057,3,1
857060,12,7
857068,1,9
857078,8,7
857079,7,0
857083,3,20
857091,16,7
857096,4,8
857126,17,25
857153,15,6
857166,3,11
857170,6,30
857175,4,8
857178,1,4
857180,15,2
857183,6,7
857207,11,6
857209,3,0
857211,8,10
857224,16,7
857226,13,5
857227,16,7
857232,3,12
857244,12,0
857245,9,6
857251,3,7
857252,8,9
857262,5,25
857265,10,15
857276,11,3
857279,9,19
857283,9,19
857286,22,6
857291,19,3
857292,9,10
857314,11,7
857333,2,3
857346,4,3
857353,18,8
857357,8,14
857371,7,5
857377,6,0
857382,34,11
857408,25,5
857409,3,8
857442,8,30
857450,19,7
857454,6,11
857456,10,1
857460,16,17
857461,6,2
857462,15,20
857474,8,2
857481,22,8
857484,3,12
857485,8,6
857494,28,20
857499,3,1
857507,21,26
857512,4,1
857513,6,9
857520,15,1
857522,2,5
857528,10,3
857550,3,5
857560,8,9
857561,2,14
857572,15,4
857575,17,4
857583,9,5
857611,3,0
857616,5,22
857624,12,7
857631,27,0
857634,5,7
857639,8,30
857640,3,1
857649,2,19
857656,2,2
857657,13,14
857684,16,8
857694,7,4
857699,3,8
857708,10,16
857710,13,3
857711,5,7
857727,7,23
857738,10,30
857747,3,12
857752,20,16
857753,5,8
857760,6,2
857761,10,30
857776,14,30
857778,5,5
857791,2,30
857799,5,8
857801,6,16
857803,3,30
857825,5,7
857826,23,14
857828,9,0
857832,13,1
857836,7,15
857848,17,4
857870,18,8
857873,20,7
857878,7,30
857889,14,28
857898,5,4
857902,12,10
857906,9,2
857912,11,9
857913,17,6
857919,21,5
857922,9,17
857950,7,7
857952,33,13
857953,8,0
857955,1,4
857957,14,6
857964,6,5
857974,4,4
857982,3,26
857985,6,2
858024,4,14
858027,10,2
858029,6,4
858047,13,14
858065,4,2
858074,7,0
858077,6,0
858085,6,22
858096,9,0
858097,8,30
858099,10,12
858105,3,8
858110,9,1
858113,9,30
858115,21,6
858126,4,3
858131,10,8
858149,9,24
858151,15,30
858176,6,17
858177,9,0
858188,6,8
858191,12,13
858194,1,22
858201,2,4
