total_reorders,total_products,repurchase_rate,repurchase_segment
6,16,0.375,Moderate
0,4,0.0,Low
9,16,0.5625,High
17,44,0.38636363636363635,Moderate
19,28,0.6785714285714286,High
2,2,1.0,Very High
11,16,0.6875,High
10,30,0.3333333333333333,Moderate
15,18,0.8333333333333334,Very High
6,19,0.3157894736842105,Moderate
25,33,0.7575757575757576,Very High
9,18,0.5,Moderate
3,9,0.3333333333333333,Moderate
12,35,0.34285714285714286,Moderate
3,10,0.3,Moderate
1,2,0.5,Moderate
6,9,0.6666666666666666,High
7,38,0.18421052631578946,Low
3,4,0.75,High
0,5,0.0,Low
1,8,0.125,Low
0,9,0.0,Low
2,6,0.3333333333333333,Moderate
5,6,0.8333333333333334,Very High
17,17,1.0,Very High
4,4,1.0,Very High
3,7,0.42857142857142855,Moderate
94,129,0.7286821705426356,High
3,26,0.11538461538461539,Low
12,24,0.5,Moderate
46,84,0.5476190476190477,High
7,11,0.6363636363636364,High
45,65,0.6923076923076923,High
16,22,0.7272727272727273,High
6,11,0.5454545454545454,High
108,127,0.8503937007874016,Very High
15,44,0.3409090909090909,Moderate
32,38,0.8421052631578947,Very High
49,70,0.7,High
8,26,0.3076923076923077,Moderate
12,27,0.4444444444444444,Moderate
78,95,0.8210526315789474,Very High
36,68,0.5294117647058824,High
24,47,0.5106382978723404,High
4,11,0.36363636363636365,Moderate
7,15,0.4666666666666667,Moderate
12,13,0.9230769230769231,Very High
0,9,0.0,Low
16,31,0.5161290322580645,High
118,152,0.7763157894736842,Very High
3,5,0.6,High
18,53,0.33962264150943394,Moderate
5,29,0.1724137931034483,Low
20,58,0.3448275862068966,Moderate
3,5,0.6,High
21,51,0.4117647058823529,Moderate
40,69,0.5797101449275363,High
3,4,0.75,High
16,16,1.0,Very High
1,3,0.3333333333333333,Moderate
0,6,0.0,Low
5,11,0.45454545454545453,Moderate
7,22,0.3181818181818182,Moderate
14,20,0.7,High
4,4,1.0,Very High
3,13,0.23076923076923078,Low
61,101,0.6039603960396039,High
5,17,0.29411764705882354,Moderate
31,55,0.5636363636363636,High
21,51,0.4117647058823529,Moderate
7,10,0.7,High
25,31,0.8064516129032258,Very High
33,46,0.717391304347826,High
9,22,0.4090909090909091,Moderate
7,11,0.6363636363636364,High
0,5,0.0,Low
7,23,0.30434782608695654,Moderate
8,9,0.8888888888888888,Very High
4,10,0.4,Moderate
11,35,0.3142857142857143,Moderate
17,31,0.5483870967741935,High
7,19,0.3684210526315789,Moderate
47,48,0.9791666666666666,Very High
6,19,0.3157894736842105,Moderate
90,133,0.6766917293233082,High
32,38,0.8421052631578947,Very High
8,27,0.2962962962962963,Moderate
2,5,0.4,Moderate
7,13,0.5384615384615384,High
3,10,0.3,Moderate
3,3,1.0,Very High
17,23,0.7391304347826086,High
12,29,0.41379310344827586,Moderate
6,7,0.8571428571428571,Very High
38,65,0.5846153846153846,High
7,12,0.5833333333333334,High
14,16,0.875,Very High
13,26,0.5,Moderate
47,75,0.6266666666666667,High
59,70,0.8428571428571429,Very High
3,5,0.6,High
15,43,0.3488372093023256,Moderate
7,9,0.7777777777777778,Very High
0,30,0.0,Low
8,10,0.8,Very High
16,23,0.6956521739130435,High
0,3,0.0,Low
12,23,0.5217391304347826,High
77,106,0.7264150943396226,High
5,21,0.23809523809523808,Low
32,57,0.5614035087719298,High
6,27,0.2222222222222222,Low
0,7,0.0,Low
39,69,0.5652173913043478,High
5,8,0.625,High
89,114,0.7807017543859649,Very High
10,23,0.43478260869565216,Moderate
3,5,0.6,High
5,13,0.38461538461538464,Moderate
1,12,0.08333333333333333,Low
3,19,0.15789473684210525,Low
0,4,0.0,Low
39,54,0.7222222222222222,High
14,30,0.4666666666666667,Moderate
137,165,0.8303030303030303,Very High
6,18,0.3333333333333333,Moderate
5,9,0.5555555555555556,High
18,22,0.8181818181818182,Very High
30,55,0.5454545454545454,High
0,21,0.0,Low
12,12,1.0,Very High
21,34,0.6176470588235294,High
52,79,0.6582278481012658,High
68,115,0.591304347826087,High
1,2,0.5,Moderate
0,1,0.0,Low
4,9,0.4444444444444444,Moderate
8,15,0.5333333333333333,High
0,12,0.0,Low
0,14,0.0,Low
25,64,0.390625,Moderate
9,15,0.6,High
7,8,0.875,Very High
3,16,0.1875,Low
7,20,0.35,Moderate
5,9,0.5555555555555556,High
57,102,0.5588235294117647,High
1,7,0.14285714285714285,Low
51,106,0.4811320754716981,Moderate
7,11,0.6363636363636364,High
6,12,0.5,Moderate
42,52,0.8076923076923077,Very High
0,9,0.0,Low
15,22,0.6818181818181818,High
10,13,0.7692307692307693,Very High
32,40,0.8,Very High
5,8,0.625,High
2,2,1.0,Very High
3,3,1.0,Very High
7,10,0.7,High
25,40,0.625,High
0,22,0.0,Low
1,1,1.0,Very High
12,26,0.46153846153846156,Moderate
46,86,0.5348837209302325,High
1,8,0.125,Low
3,9,0.3333333333333333,Moderate
12,32,0.375,Moderate
1,4,0.25,Low
3,10,0.3,Moderate
8,16,0.5,Moderate
2,5,0.4,Moderate
0,3,0.0,Low
3,10,0.3,Moderate
39,43,0.9069767441860465,Very High
55,78,0.7051282051282052,High
36,54,0.6666666666666666,High
12,29,0.41379310344827586,Moderate
25,37,0.6756756756756757,High
4,9,0.4444444444444444,Moderate
56,103,0.5436893203883495,High
1,1,1.0,Very High
10,11,0.9090909090909091,Very High
1,1,1.0,Very High
8,9,0.8888888888888888,Very High
2,20,0.1,Low
37,58,0.6379310344827587,High
8,13,0.6153846153846154,High
33,45,0.7333333333333333,High
2,2,1.0,Very High
13,18,0.7222222222222222,High
51,66,0.7727272727272727,Very High
9,24,0.375,Moderate
2,2,1.0,Very High
6,6,1.0,Very High
16,23,0.6956521739130435,High
4,5,0.8,Very High
2,9,0.2222222222222222,Low
10,22,0.45454545454545453,Moderate
11,16,0.6875,High
46,56,0.8214285714285714,Very High
5,22,0.22727272727272727,Low
3,9,0.3333333333333333,Moderate
4,12,0.3333333333333333,Moderate
6,9,0.6666666666666666,High
2,17,0.11764705882352941,Low
28,46,0.6086956521739131,High
7,36,0.19444444444444445,Low
9,18,0.5,Moderate
2,24,0.08333333333333333,Low
1,10,0.1,Low
4,6,0.6666666666666666,High
0,1,0.0,Low
14,21,0.6666666666666666,High
4,5,0.8,Very High
0,24,0.0,Low
6,12,0.5,Moderate
4,13,0.3076923076923077,Moderate
2,10,0.2,Low
1,1,1.0,Very High
7,17,0.4117647058823529,Moderate
4,7,0.5714285714285714,High
57,76,0.75,High
36,39,0.9230769230769231,Very High
12,21,0.5714285714285714,High
0,12,0.0,Low
1,10,0.1,Low
0,5,0.0,Low
23,32,0.71875,High
4,9,0.4444444444444444,Moderate
2,5,0.4,Moderate
7,8,0.875,Very High
38,48,0.7916666666666666,Very High
21,44,0.4772727272727273,Moderate
0,4,0.0,Low
9,40,0.225,Low
170,197,0.8629441624365483,Very High
25,56,0.44642857142857145,Moderate
7,11,0.6363636363636364,High
1,4,0.25,Low
3,3,1.0,Very High
6,15,0.4,Moderate
27,33,0.8181818181818182,Very High
19,27,0.7037037037037037,High
0,13,0.0,Low
2,21,0.09523809523809523,Low
5,9,0.5555555555555556,High
0,5,0.0,Low
7,13,0.5384615384615384,High
10,23,0.43478260869565216,Moderate
2,11,0.18181818181818182,Low
9,25,0.36,Moderate
1,3,0.3333333333333333,Moderate
1,8,0.125,Low
47,94,0.5,Moderate
16,22,0.7272727272727273,High
4,13,0.3076923076923077,Moderate
32,53,0.6037735849056604,High
0,6,0.0,Low
3,6,0.5,Moderate
9,13,0.6923076923076923,High
5,19,0.2631578947368421,Moderate
2,2,1.0,Very High
71,93,0.7634408602150538,Very High
6,11,0.5454545454545454,High
87,109,0.7981651376146789,Very High
48,89,0.5393258426966292,High
7,23,0.30434782608695654,Moderate
10,21,0.47619047619047616,Moderate
1,2,0.5,Moderate
0,1,0.0,Low
26,29,0.896551724137931,Very High
0,1,0.0,Low
10,11,0.9090909090909091,Very High
4,21,0.19047619047619047,Low
0,1,0.0,Low
52,96,0.5416666666666666,High
15,20,0.75,High
7,12,0.5833333333333334,High
11,32,0.34375,Moderate
1,36,0.027777777777777776,Low
34,50,0.68,High
13,14,0.9285714285714286,Very High
52,95,0.5473684210526316,High
10,51,0.19607843137254902,Low
1,2,0.5,Moderate
9,25,0.36,Moderate
19,38,0.5,Moderate
19,36,0.5277777777777778,High
32,62,0.5161290322580645,High
1,1,1.0,Very High
8,9,0.8888888888888888,Very High
5,5,1.0,Very High
1,3,0.3333333333333333,Moderate
98,124,0.7903225806451613,Very High
0,8,0.0,Low
15,70,0.21428571428571427,Low
1,7,0.14285714285714285,Low
13,34,0.38235294117647056,Moderate
20,39,0.5128205128205128,High
2,8,0.25,Low
0,2,0.0,Low
9,10,0.9,Very High
0,7,0.0,Low
4,19,0.21052631578947367,Low
8,39,0.20512820512820512,Low
43,90,0.4777777777777778,Moderate
4,4,1.0,Very High
0,29,0.0,Low
83,116,0.7155172413793104,High
8,14,0.5714285714285714,High
12,42,0.2857142857142857,Moderate
2,9,0.2222222222222222,Low
12,19,0.631578947368421,High
52,71,0.7323943661971831,High
1,1,1.0,Very High
5,30,0.16666666666666666,Low
18,18,1.0,Very High
0,6,0.0,Low
45,56,0.8035714285714286,Very High
1,8,0.125,Low
4,8,0.5,Moderate
44,77,0.5714285714285714,High
4,8,0.5,Moderate
4,19,0.21052631578947367,Low
2,9,0.2222222222222222,Low
0,7,0.0,Low
73,76,0.9605263157894737,Very High
2,2,1.0,Very High
2,5,0.4,Moderate
51,78,0.6538461538461539,High
12,25,0.48,Moderate
18,35,0.5142857142857142,High
1,6,0.16666666666666666,Low
15,17,0.8823529411764706,Very High
34,46,0.7391304347826086,High
4,6,0.6666666666666666,High
132,146,0.9041095890410958,Very High
0,10,0.0,Low
5,19,0.2631578947368421,Moderate
5,26,0.19230769230769232,Low
20,36,0.5555555555555556,High
1,6,0.16666666666666666,Low
10,15,0.6666666666666666,High
0,10,0.0,Low
0,4,0.0,Low
22,63,0.3492063492063492,Moderate
8,18,0.4444444444444444,Moderate
25,67,0.373134328358209,Moderate
9,10,0.9,Very High
0,8,0.0,Low
13,20,0.65,High
9,22,0.4090909090909091,Moderate
6,27,0.2222222222222222,Low
20,32,0.625,High
36,54,0.6666666666666666,High
14,24,0.5833333333333334,High
7,12,0.5833333333333334,High
56,70,0.8,Very High
9,9,1.0,Very High
19,57,0.3333333333333333,Moderate
24,106,0.22641509433962265,Low
2,16,0.125,Low
13,28,0.4642857142857143,Moderate
60,76,0.7894736842105263,Very High
17,39,0.4358974358974359,Moderate
0,9,0.0,Low
6,7,0.8571428571428571,Very High
14,23,0.6086956521739131,High
39,55,0.7090909090909091,High
5,15,0.3333333333333333,Moderate
1,2,0.5,Moderate
101,127,0.7952755905511811,Very High
34,36,0.9444444444444444,Very High
12,35,0.34285714285714286,Moderate
0,7,0.0,Low
8,25,0.32,Moderate
9,47,0.19148936170212766,Low
0,1,0.0,Low
36,64,0.5625,High
0,1,0.0,Low
14,23,0.6086956521739131,High
2,4,0.5,Moderate
2,19,0.10526315789473684,Low
71,97,0.7319587628865979,High
54,64,0.84375,Very High
13,21,0.6190476190476191,High
9,29,0.3103448275862069,Moderate
5,27,0.18518518518518517,Low
39,59,0.6610169491525424,High
238,312,0.7628205128205128,Very High
11,22,0.5,Moderate
37,47,0.7872340425531915,Very High
115,186,0.6182795698924731,High
12,21,0.5714285714285714,High
2,6,0.3333333333333333,Moderate
23,35,0.6571428571428571,High
57,94,0.6063829787234043,High
7,7,1.0,Very High
56,91,0.6153846153846154,High
1,1,1.0,Very High
3,26,0.11538461538461539,Low
13,28,0.4642857142857143,Moderate
4,4,1.0,Very High
1,4,0.25,Low
24,45,0.5333333333333333,High
0,4,0.0,Low
27,43,0.627906976744186,High
12,27,0.4444444444444444,Moderate
0,9,0.0,Low
1,9,0.1111111111111111,Low
10,17,0.5882352941176471,High
99,113,0.8761061946902655,Very High
3,26,0.11538461538461539,Low
14,14,1.0,Very High
12,23,0.5217391304347826,High
4,7,0.5714285714285714,High
3,14,0.21428571428571427,Low
12,15,0.8,Very High
73,114,0.6403508771929824,High
77,135,0.5703703703703704,High
13,16,0.8125,Very High
3,10,0.3,Moderate
54,61,0.8852459016393442,Very High
7,27,0.25925925925925924,Moderate
2,17,0.11764705882352941,Low
4,33,0.12121212121212122,Low
5,13,0.38461538461538464,Moderate
29,50,0.58,High
21,40,0.525,High
3,9,0.3333333333333333,Moderate
5,12,0.4166666666666667,Moderate
2,3,0.6666666666666666,High
1,5,0.2,Low
5,23,0.21739130434782608,Low
29,54,0.5370370370370371,High
39,69,0.5652173913043478,High
58,69,0.8405797101449275,Very High
2,2,1.0,Very High
27,51,0.5294117647058824,High
10,10,1.0,Very High
19,55,0.34545454545454546,Moderate
40,76,0.5263157894736842,High
43,55,0.7818181818181819,Very High
2,2,1.0,Very High
2,5,0.4,Moderate
52,75,0.6933333333333334,High
6,27,0.2222222222222222,Low
17,29,0.5862068965517241,High
7,20,0.35,Moderate
2,5,0.4,Moderate
14,22,0.6363636363636364,High
42,78,0.5384615384615384,High
11,12,0.9166666666666666,Very High
20,29,0.6896551724137931,High
1,2,0.5,Moderate
16,28,0.5714285714285714,High
28,52,0.5384615384615384,High
17,19,0.8947368421052632,Very High
19,26,0.7307692307692307,High
15,15,1.0,Very High
34,57,0.5964912280701754,High
9,14,0.6428571428571429,High
22,38,0.5789473684210527,High
0,1,0.0,Low
1,2,0.5,Moderate
2,3,0.6666666666666666,High
2,8,0.25,Low
53,64,0.828125,Very High
10,17,0.5882352941176471,High
84,130,0.6461538461538462,High
3,13,0.23076923076923078,Low
2,2,1.0,Very High
23,28,0.8214285714285714,Very High
23,40,0.575,High
9,11,0.8181818181818182,Very High
9,22,0.4090909090909091,Moderate
15,15,1.0,Very High
4,12,0.3333333333333333,Moderate
12,17,0.7058823529411765,High
5,9,0.5555555555555556,High
4,9,0.4444444444444444,Moderate
8,8,1.0,Very High
8,8,1.0,Very High
71,96,0.7395833333333334,High
34,64,0.53125,High
6,23,0.2608695652173913,Moderate
1,6,0.16666666666666666,Low
59,88,0.6704545454545454,High
1,18,0.05555555555555555,Low
3,4,0.75,High
15,45,0.3333333333333333,Moderate
2,6,0.3333333333333333,Moderate
53,94,0.5638297872340425,High
18,31,0.5806451612903226,High
12,18,0.6666666666666666,High
21,25,0.84,Very High
4,9,0.4444444444444444,Moderate
1,4,0.25,Low
62,71,0.8732394366197183,Very High
28,36,0.7777777777777778,Very High
2,5,0.4,Moderate
55,63,0.873015873015873,Very High
32,51,0.6274509803921569,High
1,3,0.3333333333333333,Moderate
0,7,0.0,Low
67,83,0.8072289156626506,Very High
1,10,0.1,Low
20,22,0.9090909090909091,Very High
34,52,0.6538461538461539,High
5,10,0.5,Moderate
2,19,0.10526315789473684,Low
32,38,0.8421052631578947,Very High
11,11,1.0,Very High
0,12,0.0,Low
1,9,0.1111111111111111,Low
4,9,0.4444444444444444,Moderate
22,47,0.46808510638297873,Moderate
21,32,0.65625,High
56,59,0.9491525423728814,Very High
24,30,0.8,Very High
20,29,0.6896551724137931,High
4,5,0.8,Very High
20,32,0.625,High
65,106,0.6132075471698113,High
66,112,0.5892857142857143,High
14,17,0.8235294117647058,Very High
35,46,0.7608695652173914,Very High
30,40,0.75,High
1,3,0.3333333333333333,Moderate
14,25,0.56,High
10,25,0.4,Moderate
12,30,0.4,Moderate
7,15,0.4666666666666667,Moderate
12,20,0.6,High
8,12,0.6666666666666666,High
2,15,0.13333333333333333,Low
0,15,0.0,Low
11,12,0.9166666666666666,Very High
27,61,0.4426229508196721,Moderate
24,34,0.7058823529411765,High
32,58,0.5517241379310345,High
0,9,0.0,Low
24,37,0.6486486486486487,High
1,8,0.125,Low
3,9,0.3333333333333333,Moderate
2,8,0.25,Low
54,77,0.7012987012987013,High
82,126,0.6507936507936508,High
22,29,0.7586206896551724,Very High
11,14,0.7857142857142857,Very High
0,11,0.0,Low
2,4,0.5,Moderate
16,31,0.5161290322580645,High
1,15,0.06666666666666667,Low
5,7,0.7142857142857143,High
18,35,0.5142857142857142,High
38,71,0.5352112676056338,High
2,19,0.10526315789473684,Low
17,26,0.6538461538461539,High
30,53,0.5660377358490566,High
4,7,0.5714285714285714,High
54,104,0.5192307692307693,High
31,38,0.8157894736842105,Very High
4,30,0.13333333333333333,Low
1,1,1.0,Very High
6,6,1.0,Very High
7,8,0.875,Very High
41,46,0.8913043478260869,Very High
12,12,1.0,Very High
61,116,0.5258620689655172,High
40,54,0.7407407407407407,High
5,13,0.38461538461538464,Moderate
1,4,0.25,Low
41,69,0.5942028985507246,High
67,102,0.6568627450980392,High
16,31,0.5161290322580645,High
6,14,0.42857142857142855,Moderate
147,204,0.7205882352941176,High
0,5,0.0,Low
6,16,0.375,Moderate
1,19,0.05263157894736842,Low
10,15,0.6666666666666666,High
20,38,0.5263157894736842,High
91,99,0.9191919191919192,Very High
16,16,1.0,Very High
7,10,0.7,High
50,62,0.8064516129032258,Very High
11,16,0.6875,High
8,12,0.6666666666666666,High
4,10,0.4,Moderate
2,2,1.0,Very High
9,12,0.75,High
22,23,0.9565217391304348,Very High
12,23,0.5217391304347826,High
1,1,1.0,Very High
0,8,0.0,Low
8,22,0.36363636363636365,Moderate
1,23,0.043478260869565216,Low
10,46,0.21739130434782608,Low
11,18,0.6111111111111112,High
19,24,0.7916666666666666,Very High
38,63,0.6031746031746031,High
1,6,0.16666666666666666,Low
24,56,0.42857142857142855,Moderate
0,16,0.0,Low
10,21,0.47619047619047616,Moderate
12,20,0.6,High
0,17,0.0,Low
0,10,0.0,Low
7,15,0.4666666666666667,Moderate
42,78,0.5384615384615384,High
1,1,1.0,Very High
10,17,0.5882352941176471,High
8,14,0.5714285714285714,High
6,18,0.3333333333333333,Moderate
0,1,0.0,Low
42,82,0.5121951219512195,High
8,15,0.5333333333333333,High
0,4,0.0,Low
10,16,0.625,High
31,53,0.5849056603773585,High
1,1,1.0,Very High
5,23,0.21739130434782608,Low
11,12,0.9166666666666666,Very High
2,7,0.2857142857142857,Moderate
0,15,0.0,Low
2,8,0.25,Low
5,12,0.4166666666666667,Moderate
8,17,0.47058823529411764,Moderate
4,23,0.17391304347826086,Low
0,16,0.0,Low
0,5,0.0,Low
11,26,0.4230769230769231,Moderate
4,8,0.5,Moderate
10,10,1.0,Very High
2,3,0.6666666666666666,High
12,34,0.35294117647058826,Moderate
28,43,0.6511627906976745,High
14,17,0.8235294117647058,Very High
12,18,0.6666666666666666,High
50,63,0.7936507936507936,Very High
9,14,0.6428571428571429,High
16,39,0.41025641025641024,Moderate
0,13,0.0,Low
6,6,1.0,Very High
1,8,0.125,Low
0,21,0.0,Low
0,1,0.0,Low
42,61,0.6885245901639344,High
6,13,0.46153846153846156,Moderate
13,24,0.5416666666666666,High
0,5,0.0,Low
15,22,0.6818181818181818,High
5,18,0.2777777777777778,Moderate
5,46,0.10869565217391304,Low
5,8,0.625,High
0,15,0.0,Low
5,15,0.3333333333333333,Moderate
88,151,0.5827814569536424,High
127,131,0.9694656488549618,Very High
22,95,0.23157894736842105,Low
19,31,0.6129032258064516,High
127,150,0.8466666666666667,Very High
24,61,0.39344262295081966,Moderate
0,3,0.0,Low
52,71,0.7323943661971831,High
40,64,0.625,High
34,61,0.5573770491803278,High
5,26,0.19230769230769232,Low
65,87,0.7471264367816092,High
22,34,0.6470588235294118,High
23,26,0.8846153846153846,Very High
5,11,0.45454545454545453,Moderate
10,23,0.43478260869565216,Moderate
33,67,0.4925373134328358,Moderate
8,31,0.25806451612903225,Moderate
23,30,0.7666666666666667,Very High
13,14,0.9285714285714286,Very High
2,3,0.6666666666666666,High
16,27,0.5925925925925926,High
11,23,0.4782608695652174,Moderate
1,19,0.05263157894736842,Low
20,56,0.35714285714285715,Moderate
1,9,0.1111111111111111,Low
5,15,0.3333333333333333,Moderate
148,174,0.8505747126436781,Very High
7,24,0.2916666666666667,Moderate
0,2,0.0,Low
1,1,1.0,Very High
1,13,0.07692307692307693,Low
9,43,0.20930232558139536,Low
6,20,0.3,Moderate
1,3,0.3333333333333333,Moderate
7,11,0.6363636363636364,High
35,51,0.6862745098039216,High
5,11,0.45454545454545453,Moderate
7,15,0.4666666666666667,Moderate
6,14,0.42857142857142855,Moderate
1,21,0.047619047619047616,Low
10,11,0.9090909090909091,Very High
2,2,1.0,Very High
36,67,0.5373134328358209,High
0,7,0.0,Low
21,44,0.4772727272727273,Moderate
11,31,0.3548387096774194,Moderate
8,16,0.5,Moderate
8,31,0.25806451612903225,Moderate
3,9,0.3333333333333333,Moderate
11,16,0.6875,High
0,2,0.0,Low
45,57,0.7894736842105263,Very High
0,5,0.0,Low
3,5,0.6,High
0,15,0.0,Low
69,79,0.8734177215189873,Very High
34,52,0.6538461538461539,High
99,111,0.8918918918918919,Very High
1,2,0.5,Moderate
1,13,0.07692307692307693,Low
36,44,0.8181818181818182,Very High
0,7,0.0,Low
5,10,0.5,Moderate
3,5,0.6,High
9,26,0.34615384615384615,Moderate
43,58,0.7413793103448276,High
0,2,0.0,Low
5,15,0.3333333333333333,Moderate
13,36,0.3611111111111111,Moderate
1,4,0.25,Low
2,12,0.16666666666666666,Low
27,47,0.574468085106383,High
28,62,0.45161290322580644,Moderate
42,71,0.5915492957746479,High
52,54,0.9629629629629629,Very High
59,67,0.8805970149253731,Very High
0,12,0.0,Low
31,35,0.8857142857142857,Very High
5,15,0.3333333333333333,Moderate
5,10,0.5,Moderate
0,13,0.0,Low
31,31,1.0,Very High
40,43,0.9302325581395349,Very High
11,22,0.5,Moderate
3,30,0.1,Low
3,4,0.75,High
23,26,0.8846153846153846,Very High
0,3,0.0,Low
3,5,0.6,High
11,15,0.7333333333333333,High
6,13,0.46153846153846156,Moderate
8,29,0.27586206896551724,Moderate
4,17,0.23529411764705882,Low
2,2,1.0,Very High
7,16,0.4375,Moderate
5,14,0.35714285714285715,Moderate
0,2,0.0,Low
226,267,0.846441947565543,Very High
136,152,0.8947368421052632,Very High
3,21,0.14285714285714285,Low
36,47,0.7659574468085106,Very High
22,40,0.55,High
0,8,0.0,Low
51,67,0.7611940298507462,Very High
7,32,0.21875,Low
0,31,0.0,Low
0,5,0.0,Low
0,7,0.0,Low
7,21,0.3333333333333333,Moderate
8,9,0.8888888888888888,Very High
14,20,0.7,High
3,22,0.13636363636363635,Low
1,13,0.07692307692307693,Low
7,25,0.28,Moderate
3,9,0.3333333333333333,Moderate
26,41,0.6341463414634146,High
2,12,0.16666666666666666,Low
0,13,0.0,Low
5,11,0.45454545454545453,Moderate
21,40,0.525,High
9,31,0.2903225806451613,Moderate
16,18,0.8888888888888888,Very High
29,48,0.6041666666666666,High
19,25,0.76,Very High
2,4,0.5,Moderate
13,44,0.29545454545454547,Moderate
12,33,0.36363636363636365,Moderate
10,12,0.8333333333333334,Very High
73,87,0.8390804597701149,Very High
7,22,0.3181818181818182,Moderate
6,24,0.25,Low
2,17,0.11764705882352941,Low
3,13,0.23076923076923078,Low
5,8,0.625,High
7,23,0.30434782608695654,Moderate
5,6,0.8333333333333334,Very High
1,8,0.125,Low
16,72,0.2222222222222222,Low
0,8,0.0,Low
41,43,0.9534883720930233,Very High
2,2,1.0,Very High
90,115,0.782608695652174,Very High
2,10,0.2,Low
6,7,0.8571428571428571,Very High
22,24,0.9166666666666666,Very High
2,6,0.3333333333333333,Moderate
32,45,0.7111111111111111,High
0,5,0.0,Low
35,49,0.7142857142857143,High
34,53,0.6415094339622641,High
72,121,0.5950413223140496,High
15,28,0.5357142857142857,High
0,2,0.0,Low
4,10,0.4,Moderate
12,23,0.5217391304347826,High
29,50,0.58,High
28,44,0.6363636363636364,High
10,38,0.2631578947368421,Moderate
76,98,0.7755102040816326,Very High
0,6,0.0,Low
18,21,0.8571428571428571,Very High
38,46,0.8260869565217391,Very High
2,7,0.2857142857142857,Moderate
2,9,0.2222222222222222,Low
8,31,0.25806451612903225,Moderate
0,9,0.0,Low
89,143,0.6223776223776224,High
3,4,0.75,High
185,223,0.8295964125560538,Very High
11,17,0.6470588235294118,High
57,75,0.76,Very High
23,48,0.4791666666666667,Moderate
16,31,0.5161290322580645,High
5,7,0.7142857142857143,High
7,30,0.23333333333333334,Low
4,11,0.36363636363636365,Moderate
6,11,0.5454545454545454,High
3,9,0.3333333333333333,Moderate
28,45,0.6222222222222222,High
2,15,0.13333333333333333,Low
1,1,1.0,Very High
38,69,0.5507246376811594,High
1,1,1.0,Very High
12,45,0.26666666666666666,Moderate
19,31,0.6129032258064516,High
92,117,0.7863247863247863,Very High
16,35,0.45714285714285713,Moderate
31,38,0.8157894736842105,Very High
16,16,1.0,Very High
41,60,0.6833333333333333,High
69,80,0.8625,Very High
4,36,0.1111111111111111,Low
1,4,0.25,Low
50,72,0.6944444444444444,High
46,60,0.7666666666666667,Very High
10,31,0.3225806451612903,Moderate
36,39,0.9230769230769231,Very High
42,50,0.84,Very High
53,80,0.6625,High
8,20,0.4,Moderate
0,10,0.0,Low
5,19,0.2631578947368421,Moderate
2,42,0.047619047619047616,Low
13,26,0.5,Moderate
2,9,0.2222222222222222,Low
28,59,0.4745762711864407,Moderate
2,9,0.2222222222222222,Low
28,49,0.5714285714285714,High
7,9,0.7777777777777778,Very High
4,13,0.3076923076923077,Moderate
124,131,0.9465648854961832,Very High
70,85,0.8235294117647058,Very High
24,48,0.5,Moderate
13,21,0.6190476190476191,High
42,52,0.8076923076923077,Very High
4,45,0.08888888888888889,Low
4,4,1.0,Very High
4,12,0.3333333333333333,Moderate
3,15,0.2,Low
4,16,0.25,Low
42,63,0.6666666666666666,High
11,19,0.5789473684210527,High
104,124,0.8387096774193549,Very High
29,45,0.6444444444444445,High
3,12,0.25,Low
17,42,0.40476190476190477,Moderate
4,14,0.2857142857142857,Moderate
5,10,0.5,Moderate
1,1,1.0,Very High
82,125,0.656,High
8,18,0.4444444444444444,Moderate
129,155,0.832258064516129,Very High
22,33,0.6666666666666666,High
90,109,0.8256880733944955,Very High
4,6,0.6666666666666666,High
45,68,0.6617647058823529,High
4,10,0.4,Moderate
18,21,0.8571428571428571,Very High
28,42,0.6666666666666666,High
53,70,0.7571428571428571,Very High
24,31,0.7741935483870968,Very High
0,3,0.0,Low
28,32,0.875,Very High
23,63,0.36507936507936506,Moderate
2,3,0.6666666666666666,High
0,3,0.0,Low
0,7,0.0,Low
25,53,0.4716981132075472,Moderate
29,52,0.5576923076923077,High
7,15,0.4666666666666667,Moderate
0,4,0.0,Low
0,16,0.0,Low
6,15,0.4,Moderate
24,27,0.8888888888888888,Very High
1,2,0.5,Moderate
7,15,0.4666666666666667,Moderate
15,28,0.5357142857142857,High
25,25,1.0,Very High
39,54,0.7222222222222222,High
36,54,0.6666666666666666,High
1,5,0.2,Low
3,7,0.42857142857142855,Moderate
8,26,0.3076923076923077,Moderate
5,16,0.3125,Moderate
0,3,0.0,Low
1,2,0.5,Moderate
21,48,0.4375,Moderate
10,25,0.4,Moderate
17,21,0.8095238095238095,Very High
0,12,0.0,Low
85,137,0.6204379562043796,High
13,24,0.5416666666666666,High
40,54,0.7407407407407407,High
0,15,0.0,Low
12,15,0.8,Very High
1,2,0.5,Moderate
0,19,0.0,Low
18,25,0.72,High
51,77,0.6623376623376623,High
2,2,1.0,Very High
17,36,0.4722222222222222,Moderate
0,7,0.0,Low
25,36,0.6944444444444444,High
5,19,0.2631578947368421,Moderate
7,16,0.4375,Moderate
7,11,0.6363636363636364,High
0,1,0.0,Low
0,9,0.0,Low
3,13,0.23076923076923078,Low
3,4,0.75,High
3,9,0.3333333333333333,Moderate
14,32,0.4375,Moderate
31,47,0.6595744680851063,High
13,22,0.5909090909090909,High
27,30,0.9,Very High
3,17,0.17647058823529413,Low
27,54,0.5,Moderate
